# frame times for dvs_video.avi
# frame# time(s)
178	  1.795925
179	  1.805925
180	  1.815925
181	  1.825925
182	  1.835925
183	  1.845924
184	  1.855924
185	  1.865924
186	  1.875924
187	  1.885924
188	  1.895924
189	  1.905924
190	  1.915924
191	  1.925924
192	  1.935924
193	  1.945924
194	  1.955924
195	  1.965924
196	  1.975924
197	  1.985924
198	  1.995924
199	  2.005924
200	  2.015924
201	  2.025924
202	  2.035924
203	  2.045924
204	  2.055924
205	  2.065924
206	  2.075924
207	  2.085924
208	  2.095924
209	  2.105924
210	  2.115924
211	  2.125924
212	  2.135924
213	  2.145924
214	  2.155924
215	  2.165924
216	  2.175924
217	  2.185924
218	  2.195924
219	  2.205924
220	  2.215924
221	  2.225924
222	  2.235924
223	  2.245924
224	  2.255924
225	  2.265924
226	  2.275924
227	  2.285924
228	  2.295924
229	  2.305924
230	  2.315924
231	  2.325924
232	  2.335924
233	  2.345924
234	  2.355924
235	  2.365924
236	  2.375924
237	  2.385924
238	  2.395924
239	  2.405924
240	  2.415924
241	  2.425924
242	  2.435924
243	  2.445924
244	  2.455924
245	  2.465924
246	  2.475924
247	  2.485924
248	  2.495924
249	  2.505924
250	  2.515924
251	  2.525924
252	  2.535924
253	  2.545924
254	  2.555924
255	  2.565924
256	  2.575924
257	  2.585924
258	  2.595924
259	  2.605924
260	  2.615924
261	  2.625924
262	  2.635924
263	  2.645924
264	  2.655924
265	  2.665924
266	  2.675924
267	  2.685924
268	  2.695924
269	  2.705924
270	  2.715924
271	  2.725924
272	  2.735924
273	  2.745924
274	  2.755924
275	  2.765924
276	  2.775924
277	  2.785924
278	  2.795924
279	  2.805924
280	  2.815924
281	  2.825924
282	  2.835924
283	  2.845924
284	  2.855924
285	  2.865924
286	  2.875924
287	  2.885924
288	  2.895924
289	  2.905924
290	  2.915924
291	  2.925924
292	  2.935924
293	  2.945924
294	  2.955924
295	  2.965924
296	  2.975924
297	  2.985924
298	  2.995924
299	  3.005924
300	  3.015924
301	  3.025923
302	  3.035923
303	  3.045923
304	  3.055923
305	  3.065923
306	  3.075923
307	  3.085923
308	  3.095923
309	  3.105923
310	  3.115923
311	  3.125923
312	  3.135923
313	  3.145923
314	  3.155923
315	  3.165923
316	  3.175923
317	  3.185923
318	  3.195923
319	  3.205923
320	  3.215923
321	  3.225923
322	  3.235923
323	  3.245923
324	  3.255923
325	  3.265923
326	  3.275923
327	  3.285923
328	  3.295923
329	  3.305923
330	  3.315923
331	  3.325923
332	  3.335923
333	  3.345923
334	  3.355923
335	  3.365923
336	  3.375923
337	  3.385923
338	  3.395923
339	  3.405923
340	  3.415923
341	  3.425923
342	  3.435923
343	  3.445923
344	  3.455923
345	  3.465923
346	  3.475923
347	  3.485923
348	  3.495923
349	  3.505923
350	  3.515923
351	  3.525923
352	  3.535923
353	  3.545923
354	  3.555923
